,Phone_Name,Reviews,RAM,ROM,Display_Size,Processor,Battery,Rear_Camera,Front_Camera,Current_Price,Original_Price
254,"realme P3 Ultra 5G (Orion Red, 256 GB)","4,226 Ratings & 558 Reviews",8 GB RAM , 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP ,6.83 inch,Dimensity 8350 Ultra Processor,6000 mAh Battery,N/A,N/A,"₹25,999","₹33,999"
255,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)","2,215 Ratings & 120 Reviews",128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP ," 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.3 inch,"A18 Pro Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹1,12,900","₹1,19,900"
256,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
257,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
258,"Samsung Galaxy M35 5G (Thunder Grey, 256 GB)","2,971 Ratings & 214 Reviews",8 GB RAM , 256 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,6.6 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹18,713","₹27,499"
259,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
260,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
261,"POCO M6 Plus 5G (Graphite Black, 128 GB)","53,956 Ratings & 3,307 Reviews",6 GB RAM , 128 GB ROM ,6.79 inch,Snapdragon 4 Gen2 AE Processor,5030 mAh Battery,N/A,N/A,"₹10,080","₹15,999"
262,"realme 14 Pro 5G (Jaipur Pink, 128 GB)","8,784 Ratings & 748 Reviews",8 GB RAM , 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP ,6.77 inch,Dimensity 7300 Energy Processor,6000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
263,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)","2,215 Ratings & 120 Reviews",256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP ," 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.3 inch,"A18 Pro Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹1,22,900","₹1,29,900"
264,"IQOO Z10 5G (Stellar Black / Black, 128 GB)","1,365 Ratings & 89 Reviews",8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera7300 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,6.7 inch,N/A,7300 mAh Battery,50MP Rear Camera,N/A,"₹21,949","₹25,999"
265,"POCO X7 Pro 5G (Yellow, 256 GB)","7,331 Ratings & 1,085 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP ,6.67 inch,Dimensity D8400 Ultra Processor,6550 mAh Battery,N/A,N/A,"₹23,999","₹31,999"
266,"Nothing Phone (3a) (White, 256 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹26,999","₹29,999"
267,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
268,"IQOO Neo 10R 5G (MoonKnight Titanium, 128 GB)",620 Ratings & 54 Reviews,8 GB RAM , 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,6.78 inch,N/A,6400 mAh Battery,50MP Rear Camera,N/A,"₹27,085","₹31,999"
269,"POCO X7 5G (Yellow, 256 GB)","9,797 Ratings & 953 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP ,6.67 inch,Dimensity 7300 Ultra Processor,5500 mAh Battery,N/A,N/A,"₹18,999","₹27,999"
270,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
271,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
272,"REDMI 13 5G (Hawaiian Blue, 128 GB)","9,668 Ratings & 566 Reviews",8 GB RAM , 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,6.79 inch,N/A,5030 mAh Battery,108MP Rear Camera,N/A,"₹13,520","₹19,999"
273,"POCO C71 (Desert Gold, 128 GB)","6,134 Ratings & 356 Reviews",6 GB RAM , 128 GB ROM ,6.88 inch,6 x A55@1.6GHz Processor,5200 mAh Battery,32MP Rear Camera , 8MP Front Camera,"₹6,999","₹9,999"
274,"REDMI 13 5G (Black Diamond, 128 GB)","9,668 Ratings & 566 Reviews",8 GB RAM , 128 GB ROM ,6.79 inch,4 Gen 2 AE Processor,5030 mAh Lithium Polymer Battery,N/A,N/A,"₹13,999","₹19,999"
275,"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)","8,496 Ratings & 862 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP ,6.7 inch,Dimensity 8350 Processor,6000 mAh Battery,N/A,N/A,"₹29,999","₹36,999"
276,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
277,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
278,"Apple iPhone 16e (White, 128 GB)","1,233 Ratings & 74 Reviews",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP Rear Camera ," 12MP Front CameraA18 Chip, 6 Core Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.1 inch,"A18 Chip, 6 Core Processor",N/A,48MP Rear Camera , 12MP Front Camera,"₹54,900","₹59,900"
279,"realme P2 Pro 5G (Eagle Grey, 128 GB)","16,434 Ratings & 1,187 Reviews",8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP ,6.7 inch,7s Gen2 Processor,5200 mAh Battery,N/A,N/A,"₹16,999","₹25,999"
280,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
281,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
282,"Tecno Pova 6 Neo 5G (Aurora Cloud, 128 GB)","2,270 Ratings & 136 Reviews",6 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 5G Processor,5000 mAh Battery,108MP Rear Camera , 8MP Front Camera,"₹11,999","₹15,999"
283,"Tecno Pova 6 Neo 5G (Azure Sky, 128 GB)","2,270 Ratings & 136 Reviews",6 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 5G Processor,5000 mAh Battery,108MP Rear Camera , 8MP Front Camera,"₹11,999","₹15,999"
284,"Apple iPhone 16 Pro (Black Titanium, 128 GB)","2,215 Ratings & 120 Reviews",128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP ," 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.3 inch,"A18 Pro Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹1,12,900","₹1,19,900"
285,"Tecno Pova 6 Neo 5G (Aurora Cloud, 256 GB)",328 Ratings & 22 Reviews,8 GB RAM , 256 GB ROM ,6.67 inch,Dimensity 6300 5G Processor,5000 mAh Battery,108MP Rear Camera , 8MP Front Camera,"₹13,999","₹16,999"
286,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
287,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
288,"realme 14x 5G (Jewel Red, 128 GB)","5,428 Ratings & 295 Reviews",8 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹15,999","₹17,999"
289,"realme 14x 5G (Golden Glow, 128 GB)","9,477 Ratings & 487 Reviews",6 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹14,999","₹16,999"
290,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
291,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
292,"realme 14x 5G (Crystal Black, 128 GB)","9,477 Ratings & 487 Reviews",6 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹14,999","₹16,999"
293,"vivo T4 Ultra 5G (Phoenix Gold, 256 GB)",563 Ratings & 63 Reviews,12 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP + 8MP + 50MP Periscope ,6.67 inch,Dimensity 9300+ Processor,5500 mAh Battery,N/A,N/A,"₹39,999","₹42,999"
294,"Samsung Galaxy S24 FE 5G (Blue, 256 GB)","10,180 Ratings & 868 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP ,6.7 inch,Exynos 2400e Processor,4700 mAh Battery,N/A,N/A,"₹41,999","₹65,999"
295,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)","10,180 Ratings & 868 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP ,6.7 inch,Exynos 2400e Processor,4700 mAh Battery,N/A,N/A,"₹41,999","₹65,999"
296,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
297,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
298,"Apple iPhone 15 (Green, 128 GB)","2,60,703 Ratings & 9,366 Reviews",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP ," 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.1 inch,"A16 Bionic Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹64,900","₹79,600"
299,"Motorola g04s (Sea Green, 64 GB)","29,674 Ratings & 1,641 Reviews",4 GB RAM , 64 GB ROM ,6.6 inch,T606 Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹7,299","₹9,999"
300,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
301,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
302,"POCO C65 (Pastel Green, 128 GB)","1,02,287 Ratings & 5,042 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,N/A,N/A,"₹8,499","₹10,999"
303,"Motorola g04s (Sunrise Orange, 64 GB)","29,674 Ratings & 1,641 Reviews",4 GB RAM , 64 GB ROM ,6.6 inch,T606 Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹7,299","₹9,999"
304,"REDMI 13C (Black, 128 GB)","84,724 Ratings & 3,664 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹8,999","₹11,999"
305,"POCO C61 (Ethereal Blue, 128 GB)","10,317 Ratings & 346 Reviews",6 GB RAM , 128 GB ROM ,6.71 inch,Helio G36 Processor,5000 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹8,499","₹9,999"
306,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
307,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
308,"realme 12x 5G (Woodland Green, 128 GB)","1,07,272 Ratings & 4,979 Reviews",6 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6100+ Processor,5000 mAh Battery,N/A,N/A,"₹12,499","₹17,999"
309,"MOTOROLA G04 (Satin Blue, 64 GB)","16,766 Ratings & 1,042 Reviews",4 GB RAM , 64 GB ROM ,6.6 inch,Unisoc T606 Processor,5000 mAh Battery,16MP Rear Camera , 5MP Front Camera,"₹6,999","₹9,999"
310,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
311,"realme 12x 5G (Twilight Purple, 128 GB)","1,07,272 Ratings & 4,979 Reviews",6 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6100+ Processor,5000 mAh Battery,N/A,N/A,"₹12,499","₹17,999"
312,"REDMI 13C (Black, 128 GB)","84,724 Ratings & 3,664 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹8,999","₹11,999"
313,Energizer Primary Alkaline 9V  Battery,120 Ratings & 8 Reviews,Alkaline BatteryColor: MulticolorNA,N/A,N/A,N/A,Alkaline Battery,N/A,N/A,₹89,₹349
314,"MOTOROLA g24 Power (Ink blue, 128 GB)","15,515 Ratings & 1,134 Reviews",4 GB RAM , 128 GB ROM ,6.6 inch,Helio G85 Processor,6000 mAh Battery,N/A,N/A,"₹7,999","₹11,999"
315,"Motorola G34 5G (Ice Blue, 128 GB)","1,46,376 Ratings & 10,028 Reviews",8 GB RAM , 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP ,6.5 inch,Snapdragon 695 5G Processor,5000 mAh Battery,N/A,N/A,"₹11,999","₹14,999"
316,"Nothing Phone (3a) (White, 256 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹26,999","₹29,999"
317,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
318,"MOTOROLA Edge 50 (Jungle Green, 256 GB)","36,750 Ratings & 2,776 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 13MP + 10MP ,6.67 inch,Snapdragon 7 Gen 1 Accelerated Edition Processor,5000 mAh Battery,N/A,N/A,"₹21,999","₹32,999"
319,"MOTOROLA g24 Power (Glacier Blue, 128 GB)","15,515 Ratings & 1,134 Reviews",4 GB RAM , 128 GB ROM ,6.6 inch,Helio G85 Processor,6000 mAh Battery,N/A,N/A,"₹7,999","₹11,999"
320,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
321,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
322,"Infinix HOT 40i (Starlit Black, 256 GB)","22,830 Ratings & 1,340 Reviews",8 GB RAM , 256 GB ROM ,6.6 inch,Unisoc T606 Processor,5000 mAh Battery,N/A,N/A,"₹9,999","₹10,999"
323,"POCO C61 (Ethereal Blue, 128 GB)","10,317 Ratings & 346 Reviews",6 GB RAM , 128 GB ROM ,6.71 inch,Helio G36 Processor,5000 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹8,499","₹9,999"
324,"realme 12x 5G (Woodland Green, 128 GB)","1,07,272 Ratings & 4,979 Reviews",6 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6100+ Processor,5000 mAh Battery,N/A,N/A,"₹12,499","₹17,999"
325,"(Refurbished) realme 12x 5G (Twilight Purple, 128 GB)","2,345 Ratings & 180 Reviews",Grade: Refurbished - SuperbCompatible Charger & Cable4 GB RAM , 128 GB ROM ,N/A,Dimensity 6100+ Processor,5000 mAh Battery,50MP + 2MP Dual Rear Camera , 8MP Front Camera,"₹8,499","₹15,999"
326,"Nothing Phone (3a) Pro (Black, 256 GB)","1,490 Ratings & 59 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
327,Zapcase Back Cover for Motorola G45 5G,"36,750 Ratings & 2,776 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
328,"MOTOROLA Edge 50 (Koala Grey, 256 GB)","16,766 Ratings & 1,042 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 13MP + 10MP ,6.67 inch,Snapdragon 7 Gen 1 Accelerated Edition Processor,5000 mAh Battery,N/A,N/A,"₹21,999","₹32,999"
329,"MOTOROLA G04 (Satin Blue, 64 GB)","2,086 Ratings & 116 Reviews",4 GB RAM , 64 GB ROM ,6.6 inch,Unisoc T606 Processor,5000 mAh Battery,16MP Rear Camera , 5MP Front Camera,"₹6,999","₹9,999"
330,Ambrane 27000 mAh Power Bank,"26,059 Ratings & 2,334 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
331,"Nothing Phone (3a) (White, 128 GB)","30,325 Ratings & 1,452 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
332,"POCO C65 (Pastel Green, 128 GB)","84,724 Ratings & 3,664 Reviews",6 GB RAM , 128 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,N/A,N/A,"₹9,499","₹11,999"
333,"REDMI 13C (Starfrost White, 128 GB)","11,415 Ratings & 640 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹8,931","₹11,999"
334,"Infinix SMART 8 (Timber Black, 128 GB)",3 Ratings & 0 Reviews,8 GB RAM , 128 GB ROM ,6.6 inch,Helio G36 Processor,5000 mAh Battery,N/A,N/A,"₹8,999","₹10,999"
335,"(Refurbished) Google Pixel 7a (Charcoal, 128 GB)",N/A,Grade: Refurbished - SuperbCompatible Charger & Cable8 GB RAM , 128 GB ROM ,N/A,Tensor G2 Processor,4300 mAh Battery,64MP + 13MP Dual Rear Camera , 13MP Front Camera,"₹29,499","₹43,999"
336,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
337,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
338,"Infinix Note 40X 5G (Palm Blue, 256 GB)","4,984 Ratings & 315 Reviews",8 GB RAM , 256 GB ROM ,6.78 inch,Dimensity 6300 Processor,5000 mAh Lithium-ion Polymer Battery,N/A,N/A,"₹14,999","₹19,999"
339,"realme 12x 5G (Green, 128 GB)","14,702 Ratings & 930 Reviews",4 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6100+ Processor,5000 mAh Battery,N/A,N/A,"₹11,999","₹16,999"
340,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
341,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
342,"vivo T3x 5G (Crimson Blss, 128 GB)","57,118 Ratings & 2,297 Reviews",4 GB RAM , 128 GB ROM ,6.7165354 inch,6 Gen 1 Processor,6000 mAh Battery,N/A,N/A,"₹12,499","₹17,499"
