,Phone_Name,Reviews,RAM,ROM,Display_Size,Processor,Battery,Rear_Camera,Front_Camera,Current_Price,Original_Price
883,"IQOO Z9x (Storm Grey, 128 GB)","1,144 Ratings & 130 Reviews",4 GB RAM ," 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera6000 mAh BatteryOcta core (2.2 GHz, Quad core, Cortex A78 + 1.8 GHz, Quad core, Cortex A55) Processor1 Year Manufacturer Warranty",6.72 inch,"Octa core (2.2 GHz, Quad core, Cortex A78 + 1.8 GHz, Quad core, Cortex A55) Processor",6000 mAh Battery,50MP Rear Camera,N/A,"₹14,145","₹17,999"
884,"Google Pixel 8 Pro (Obsidian, 256 GB)","5,560 Ratings & 369 Reviews",12 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ AMOLED Display50MP + 48MP + 48MP ,6.7 inch,Tensor G3 Processor,5050 mAh Battery,N/A,N/A,"₹64,999","₹1,13,999"
885,"Google Pixel 8 Pro (Bay, 128 GB)","22,869 Ratings & 1,262 Reviews",12 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Full HD+ AMOLED Display50MP + 48MP + 48MP ,6.7 inch,Tensor G3 Processor,5050 mAh Battery,N/A,N/A,"₹59,999","₹1,06,999"
886,EVEREADY Carbon Zinc AA  Battery,N/A,Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
887,"POCO M7 5G  - Locked with Airtel Prepaid (Mint Green, 128 GB)",N/A,6 GB RAM , 128 GB ROM ,6.88 inch,4 Gen 2 5G Processor,5160 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹8,799","₹12,999"
888,"LAVA Yuva Star (Glossy Black, 64 GB)",832 Ratings & 51 Reviews,4 GB RAM , 64 GB ROM ,6.75 inch,Unisoc SC9863A Processor,5000 mAh Battery,13MP Rear Camera , 5MP Front Camera,"₹6,299","₹7,199"
889,"Samsung Galaxy M56 5G (Light Green, 256 GB)",31 Ratings & 0 Reviews,8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ E3 Super AMOLED Display50MP + 50MP + 8MP ,6.7 inch,OCTACORE Processor,5000 mAh Battery,N/A,N/A,"₹27,742","₹33,999"
890,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
891,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
892,"Apple iPhone 15 Plus (Pink, 128 GB)","45,377 Ratings & 2,562 Reviews",128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP ," 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.7 inch,"A16 Bionic Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹74,900","₹79,900"
893,"realme 13 Pro+ 5G (Monet Purple, 256 GB)","14,460 Ratings & 1,477 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP ,6.7 inch,Snapdragon 7s Gen2 Processor,5200 mAh Battery,N/A,N/A,"₹25,999","₹36,999"
894,"Samsung Galaxy A54 5G (Awesome Violet, 128 GB)","4,923 Ratings & 400 Reviews",8 GB RAM , 128 GB ROM ,6.4 inch,"Exynos 1380, Octa Core Processor",5000 mAh Battery,N/A,N/A,"₹25,990","₹41,999"
895,"POCO M7 Pro 5G (Olive Twilight, 256 GB)","6,222 Ratings & 649 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP ,6.67 inch,Dimensity 7025 Ultra Processor,5110 mAh Battery,N/A,N/A,"₹14,999","₹20,999"
896,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
897,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
898,"POCO M6 Plus 5G (Ice Silver, 128 GB)","10,709 Ratings & 697 Reviews",8 GB RAM , 128 GB ROM ,6.79 inch,Snapdragon 4 Gen2 AE Processor,5030 mAh Battery,N/A,N/A,"₹11,499","₹17,999"
899,"Motorola G32 (Mineral Gray, 128 GB)","1,27,329 Ratings & 9,973 Reviews",8 GB RAM , 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP ,6.5 inch,Qualcomm Snapdragon 680 Processor,5000 mAh Lithium Polymer Battery,N/A,N/A,"₹10,999","₹18,999"
900,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
901,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
902,"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)","11,408 Ratings & 1,007 Reviews",12 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP ,6.67 inch,Dimensity 7200 Ultra 5G Processor,5000 mAh Battery,N/A,N/A,"₹27,990","₹35,999"
903,"vivo V40e 5G (Royal Bronze, 128 GB)","9,402 Ratings & 640 Reviews",8 GB RAM , 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP ,6.77 inch,Dimensity 7300 Processor,5500 mAh Battery,N/A,N/A,"₹24,999","₹33,999"
904,"vivo V40e 5G (Mint Green, 128 GB)","9,402 Ratings & 640 Reviews",8 GB RAM , 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP ,6.77 inch,Dimensity 7300 Processor,5500 mAh Battery,N/A,N/A,"₹24,999","₹33,999"
905,"Samsung Galaxy A55 5G (Awesome Iceblue, 128 GB)","1,705 Ratings & 145 Reviews",8 GB RAM , 128 GB ROM ,6.6 inch,Samsung Exynos 1480 Processor,5000 mAh Battery,N/A,N/A,"₹27,990","₹42,999"
906,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
907,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
908,"Samsung Galaxy A16 5G (Blue Black, 128 GB)","2,944 Ratings & 175 Reviews",8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP ,6.7 inch,Dimensity 6300 Processor,5000 mAh Battery,N/A,N/A,"₹15,884","₹21,499"
909,"realme 70 TURBO 5G (Turbo Yellow, 256 GB)",445 Ratings & 22 Reviews,12 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty,6.67 inch,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,5000 mAh Battery,50MP Rear Camera,N/A,"₹23,990","₹23,999"
910,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
911,"realme 70 TURBO 5G (Turbo Green, 256 GB)",445 Ratings & 22 Reviews,12 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty,6.67 inch,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,5000 mAh Battery,50MP Rear Camera,N/A,"₹18,944","₹23,999"
912,"Honor 200 5G (Black, 256 GB)",119 Ratings & 11 Reviews,8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Super AMOLED Display50MP + 50MP + 12MP ,6.7 inch,Snapdragon 7 Gen 3 Processor,5200 mAh Battery,N/A,N/A,"₹23,999","₹39,999"
913,"Google Pixel 9 (Porcelain, 256 GB)","3,003 Ratings & 302 Reviews",12 GB RAM , 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP ,6.3 inch,Google Tensor G4 Processor,4700 mAh Battery,N/A,N/A,"₹74,999","₹79,999"
